Optimal	0	0	41.45
Feasible	28486	-1e-06	1199.69
Optimal	0	0	1169.83
Optimal	0	0	277.14
Feasible	11556.5	0	1199.77
Feasible	39871	-1e-06	1199.59
Feasible	119772	-1e-06	1199.48
Optimal	0	0	469.62
Optimal	0	0	277.45
Feasible	18430	0	1199.63
Feasible	10332.5	0	1199.94
Optimal	0	0	1098.01
Feasible	7608	0	1199.21
Feasible	29145	0	1199.12
Feasible	3608.5	-1e-06	1198.88
Feasible	21506.5	-1e-06	1199.32
Optimal	0	0	992.53
Feasible	460345	-4.64303e-06	1199.66
Feasible	176840	-4e-06	1195.08
Feasible	19921.5	-1e-06	1199.3
Feasible	49675.5	0	1199.22
Feasible	19191	0	1199.32
Feasible	19721	0	1199.31
Feasible	106517	-1e-06	1199.59
Feasible	130426	0	1199.65
Feasible	218157	-2.21229e-06	1199.74
Feasible	88952.7	-1e-06	1199.62
Feasible	150646	-2e-06	1199.13
Feasible	108613	-1e-06	1199.51
Feasible	128999	-1.54972e-06	1199.68
Feasible	372161	0	1199.7
Feasible	120474	0	1199.37
Feasible	79483	-3e-06	1199.5
Feasible	257664	0	1199.66
Feasible	122347	-1e-06	1199.29
Feasible	94368	0	1199.75
Feasible	58449	0	1199.73
Feasible	39964	-2e-06	1199.83
Feasible	246278	0	1195.2
Feasible	127894	-1.26263e-07	1187.33
Feasible	502285	-2e-06	1180.44
Feasible	203922	-3e-06	1185.02
Feasible	476875	-3.52476e-06	1195.21
Feasible	588068	0	1199.14
Feasible	255181	0	1199.78
Feasible	380468	0	1199.78
Feasible	303335	-6.60765e-06	1199.71
Feasible	214298	-5e-06	1199.66
Feasible	293263	-4.09702e-09	1199.65
Feasible	487989	-1.82002e-08	1199.37
Feasible	154900	-1e-06	1199.69
Feasible	296650	-5e-06	1199.57
Feasible	281291	-1.04181e-06	1199.62
Feasible	2.24236e+06	0	1199.87
Feasible	300289	0	1199.68
Feasible	264253	-6e-06	1199.51
Feasible	238569	0	1199.45
Feasible	872697	-5e-06	1199.89
Feasible	146862	-5e-06	1179.41
Feasible	303814	0	1199.84
Feasible	180271	-2e-06	1199.08
Feasible	524404	-7e-06	1199.79
Feasible	469385	-1.07524e-07	1199.73
Feasible	1.74689e+06	-1.22822e-07	1199.78
Feasible	1.08568e+06	-1.48974e-24	1199.82
Feasible	873153	0	1199.93
Feasible	845388	-3.78376e-09	1199.72
Feasible	736762	0	1199.83
Feasible	204521	-7e-06	1199.77
Feasible	343436	-9.0529e-09	1199.82
Feasible	221098	-3e-06	1199.4
Feasible	1.44168e+06	-1.69811e-05	1199.54
Feasible	594029	0	1199.86
Feasible	760593	0	1199.53
Feasible	544120	-9.53674e-07	1199.66
Feasible	843711	-4e-06	1199.85
Feasible	739714	-1.71718e-06	1199.85
Feasible	2.78972e+06	0	1199.8
Feasible	1.76723e+06	0	1170.36
Feasible	883770	-1e-06	1187.46
