Optimal	0	0	773.79
Optimal	0	0	12.52
Feasible	56362	0	1199.44
Feasible	98528	0	1199.72
Feasible	58783	0	1199.58
Feasible	67087	0	1199.61
Feasible	21945	0	1199.16
Optimal	0	0	681.46
Feasible	47300	0	1198.96
Feasible	14443	0	1199.15
Feasible	159086	0	1199.38
Feasible	100158	0	1199.05
Feasible	13822.5	0	1199
Optimal	0	-1e-06	953.72
Feasible	189564	-1e-06	1199.16
Feasible	12056.5	0	1199.09
Feasible	37767.5	-1e-06	1199.4
Feasible	54743.5	0	1199.28
Feasible	9925.5	0	1199.47
Feasible	76647	0	1199.19
Feasible	80062	-1.62861e-07	1199.53
Feasible	673401	0	1199.56
Feasible	436583	-6.19421e-08	1199.64
Feasible	371828	0	1199.65
Feasible	590685	0	1199.65
Feasible	779169	0	1199.24
Feasible	917596	-3.88715e-07	1199.5
Feasible	382857	-1e-06	1199.52
Feasible	363671	-2.87602e-07	1198.65
Feasible	718724	-1.58679e-08	1198.88
Feasible	25651	-2e-06	1199
Feasible	202424	-9.59065e-09	1198.41
Feasible	284892	6.66667e-15	1198.84
Feasible	525346	0	1199.41
Feasible	288031	0	1199.13
Feasible	755746	0	1199.21
Feasible	602195	0	1199.39
Feasible	652328	-1e-06	1197.91
Feasible	1.10162e+06	0	1187.86
Feasible	559518	-1e-06	1182.99
Feasible	584257	0	1185.73
Feasible	2.29844e+06	0	1195.58
Feasible	2.77827e+06	-1.36703e-07	1199.02
Feasible	1.95273e+06	-2.20051e-08	1199.62
Feasible	416592	0	1199.53
Feasible	2.21606e+06	-2e-06	1199.64
Feasible	1.68036e+06	-3.67208e-08	1199.43
Feasible	1.27974e+06	0	1199.46
Feasible	1.16766e+06	-1e-06	1199.43
Feasible	1.63716e+06	-1e-06	1199.2
Feasible	1.17469e+06	0	1198.64
Feasible	2.11811e+06	-2e-06	1198.96
Feasible	2.94261e+06	-9e-06	1199.34
Feasible	1.87064e+06	-1.09831e-05	1199.43
Feasible	386880	-1e-06	1198.75
Feasible	526787	-2e-06	1197.96
Feasible	2.78464e+06	0	1198.64
Feasible	581547	0	1180.2
Feasible	1.89111e+06	-8.06584e-07	1198.98
Feasible	226544	-1e-06	1198.91
Feasible	535899	0	1199.39
Feasible	4.43224e+06	0	1199.63
Feasible	3.63267e+06	-1e-06	1199.65
Feasible	1.31368e+06	0	1199.62
Feasible	2.01191e+06	0	1199.53
Feasible	3.003e+06	-1e-06	1199.62
Feasible	2.00804e+06	-1e-06	1199.24
Feasible	4.6725e+06	-6.24689e-07	1199.43
Feasible	3.36412e+06	-8.68565e-07	1199.46
Feasible	7.28688e+06	-1e-06	1199.07
Feasible	2.85451e+06	0	1199.02
Feasible	2.05594e+06	-2e-06	1199.34
Feasible	3.01258e+06	-1.23037e-06	1199.58
Feasible	2.52652e+06	-7.17194e-07	1199.37
Feasible	3.38948e+06	-1e-06	1199.05
Feasible	1.69249e+06	-4.65731e-07	1199.32
Feasible	1.08811e+06	0	1198.25
Feasible	2.34969e+06	-1e-06	1168.1
Feasible	1.27816e+06	-7.15256e-07	1188.13
Feasible	1.02955e+06	-3.93659e-06	1058.7
